;Unnamed: 0;tanggal_tweet;pengguna;isi_tweet;sentimen;step01;tokens;final_tokens;step02;ProcessedText
73;73;2022-10-30 14:19:21+00:00;wwwngie;RT @heyylennon: Warga Jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang. Mereka menyebutnya healing.;0;rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;rt user warga jakarta heboh lihat sawah pisang goreng kopi klotok kaliurang sebut healing
74;74;2022-10-30 14:19:17+00:00;jjweenn;@detikcom @bangtanfavor @detik_jatim neraka: tambah lagi beban satu;0;user user user neraka tambah lagi beban satu;['user', 'user', 'user', 'neraka', 'tambah', 'lagi', 'beban', 'satu'];['user', 'user', 'user', 'neraka', 'tambah', 'lagi', 'beban', 'satu'];user user user neraka tambah lagi beban satu;user user user neraka tambah beban satu
75;75;2022-10-30 14:18:27+00:00;detikcom;Sebanyak 88 PNS lingkup Pemkot Parepare diminta mengembalikan dana Bantuan Subsidi Upah (BSU). Berikut info selengkâ€¦ https://t.co/um8A1tbaJM;0;sebanyak number pns lingkup pemkot parepare diminta mengembalikan dana bantuan subsidi upah bsu berikut info selengk coum8a1tbajm;['sebanyak', 'number', 'pns', 'lingkup', 'pemkot', 'parepare', 'diminta', 'mengembalikan', 'dana', 'bantuan', 'subsidi', 'upah', 'bsu', 'berikut', 'info', 'selengk', 'coum8a1tbajm'];['sebanyak', 'number', 'pns', 'lingkup', 'pemkot', 'parepare', 'diminta', 'mengembalikan', 'dana', 'bantuan', 'subsidi', 'upah', 'bsu', 'berikut', 'info', 'selengk', 'coum8a1tbajm'];sebanyak number pns lingkup pemkot parepare diminta mengembalikan dana bantuan subsidi upah bsu berikut info selengk coum8a1tbajm;banyak number pns lingkup pemkot parepare minta kembali dana bantu subsidi upah bsu ikut info selengk coum8a1tbajm
76;76;2022-10-30 14:18:24+00:00;AuliaRasika;@detikcom Kenapa sih kronoligisnya bisa hilang ada yang tau ga sih;0;user kenapa sih kronoligisnya bisa hilang ada yang tau ga sih;['user', 'kenapa', 'sih', 'kronoligisnya', 'bisa', 'hilang', 'ada', 'yang', 'tau', 'ga', 'sih'];['user', 'kenapa', 'sih', 'kronoligisnya', 'bisa', 'hilang', 'ada', 'yang', 'tau', 'ga', 'sih'];user kenapa sih kronoligisnya bisa hilang ada yang tau ga sih;user sih kronoligisnya hilang yang tau ga sih
77;77;2022-10-30 14:18:20+00:00;putriprstya;RT @AgusMagelangan: Ga tau aja tingkah orang-orang metropolitan yang mau bayar 300 ribu buat naik kebo dan nanam bibit padi dan bayar 250 râ€¦;0;rt user ga tau aja tingkah orang orang metropolitan yang mau bayar number ribu buat naik kebo dan nanam bibit padi dan bayar number;['rt', 'user', 'ga', 'tau', 'aja', 'tingkah', 'orang', 'orang', 'metropolitan', 'yang', 'mau', 'bayar', 'number', 'ribu', 'buat', 'naik', 'kebo', 'dan', 'nanam', 'bibit', 'padi', 'dan', 'bayar', 'number'];['rt', 'user', 'ga', 'tau', 'aja', 'tingkah', 'orang', 'orang', 'metropolitan', 'yang', 'mau', 'bayar', 'number', 'ribu', 'buat', 'naik', 'kebo', 'dan', 'nanam', 'bibit', 'padi', 'dan', 'bayar', 'number'];rt user ga tau aja tingkah orang orang metropolitan yang mau bayar number ribu buat naik kebo dan nanam bibit padi dan bayar number;rt user ga tau aja tingkah orang orang metropolitan mau bayar number ribu buat naik kebo nanam bibit padi bayar number
78;78;2022-10-30 14:18:16+00:00;urpwettybb;RT @heyylennon: Warga Jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang. Mereka menyebutnya healing.;0;rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;rt user warga jakarta heboh lihat sawah pisang goreng kopi klotok kaliurang sebut healing
79;79;2022-10-30 14:18:15+00:00;bipolaritsmae;RT @heyylennon: Warga Jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang. Mereka menyebutnya healing.;0;rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;rt user warga jakarta heboh lihat sawah pisang goreng kopi klotok kaliurang sebut healing
80;80;2022-10-30 14:18:10+00:00;urpwettybb;RT @AgusMagelangan: Ga tau aja tingkah orang-orang metropolitan yang mau bayar 300 ribu buat naik kebo dan nanam bibit padi dan bayar 250 râ€¦;0;rt user ga tau aja tingkah orang orang metropolitan yang mau bayar number ribu buat naik kebo dan nanam bibit padi dan bayar number;['rt', 'user', 'ga', 'tau', 'aja', 'tingkah', 'orang', 'orang', 'metropolitan', 'yang', 'mau', 'bayar', 'number', 'ribu', 'buat', 'naik', 'kebo', 'dan', 'nanam', 'bibit', 'padi', 'dan', 'bayar', 'number'];['rt', 'user', 'ga', 'tau', 'aja', 'tingkah', 'orang', 'orang', 'metropolitan', 'yang', 'mau', 'bayar', 'number', 'ribu', 'buat', 'naik', 'kebo', 'dan', 'nanam', 'bibit', 'padi', 'dan', 'bayar', 'number'];rt user ga tau aja tingkah orang orang metropolitan yang mau bayar number ribu buat naik kebo dan nanam bibit padi dan bayar number;rt user ga tau aja tingkah orang orang metropolitan mau bayar number ribu buat naik kebo nanam bibit padi bayar number
81;81;2022-10-30 14:17:55+00:00;WariorXman;@detikcom Usut sampai tuntas, siapa saja yg kasih makan itu teroris dr magetan.;0;user usut sampai tuntas siapa saja yg kasih makan itu teroris dr magetan;['user', 'usut', 'sampai', 'tuntas', 'siapa', 'saja', 'yg', 'kasih', 'makan', 'itu', 'teroris', 'dr', 'magetan'];['user', 'usut', 'sampai', 'tuntas', 'siapa', 'saja', 'yg', 'kasih', 'makan', 'itu', 'teroris', 'dr', 'magetan'];user usut sampai tuntas siapa saja yg kasih makan itu teroris dr magetan;user usut tuntas siapa yg kasih makan teroris dr magetan
82;82;2022-10-30 14:17:53+00:00;fridayferdy;RT @heyylennon: Warga Jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang. Mereka menyebutnya healing.;0;rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;rt user warga jakarta heboh lihat sawah pisang goreng kopi klotok kaliurang sebut healing
83;83;2022-10-30 14:17:49+00:00;HeySeptianM;@detikcom rek umroh sugan panitia na;0;user rek umroh sugan panitia na;['user', 'rek', 'umroh', 'sugan', 'panitia', 'na'];['user', 'rek', 'umroh', 'sugan', 'panitia', 'na'];user rek umroh sugan panitia na;user rek umroh sugan panitia na
84;84;2022-10-30 14:17:47+00:00;daddyduckkk;@detikcom Org kanker aja ga diurusin suster/dokter kl pk BPJS, ni lg skinker.;0;user org kanker aja ga diurusin suster dokter kl pk bpjs ni lg skinker;['user', 'org', 'kanker', 'aja', 'ga', 'diurusin', 'suster', 'dokter', 'kl', 'pk', 'bpjs', 'ni', 'lg', 'skinker'];['user', 'org', 'kanker', 'aja', 'ga', 'diurusin', 'suster', 'dokter', 'kl', 'pk', 'bpjs', 'ni', 'lg', 'skinker'];user org kanker aja ga diurusin suster dokter kl pk bpjs ni lg skinker;user org kanker aja ga diurusin suster dokter kl pk bpjs ni lg skinker
85;85;2022-10-30 14:17:23+00:00;calciieum;RT @heyylennon: Warga Jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang. Mereka menyebutnya healing.;0;rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;rt user warga jakarta heboh lihat sawah pisang goreng kopi klotok kaliurang sebut healing
86;86;2022-10-30 14:17:15+00:00;akunkutriplea;"@centuryJKT48 @nindydwis @detikcom Lu nanya apa lagi berpendapat? 
Kalo dari penjelasan diatas, kayaknya lu lagi sok tai soalnya";0;user user user lu nanya apa lagi berpendapat kalo dari penjelasan diatas kayaknya lu lagi sok tai soalnya;['user', 'user', 'user', 'lu', 'nanya', 'apa', 'lagi', 'berpendapat', 'kalo', 'dari', 'penjelasan', 'diatas', 'kayaknya', 'lu', 'lagi', 'sok', 'tai', 'soalnya'];['user', 'user', 'user', 'lu', 'nanya', 'apa', 'lagi', 'berpendapat', 'kalo', 'dari', 'penjelasan', 'diatas', 'kayaknya', 'lu', 'lagi', 'sok', 'tai', 'soalnya'];user user user lu nanya apa lagi berpendapat kalo dari penjelasan diatas kayaknya lu lagi sok tai soalnya;user user user lu nanya apa dapat kalo jelas atas kayak lu sok tai soal
87;87;2022-10-30 14:17:13+00:00;detikcom;Pengisi suara Pak Ogah si 'Unyil' dikabarkan mengalami stroke kedua di sebelah kiri. Apa bedanya dengan stroke sebeâ€¦ https://t.co/sXb3YxvSPN;0;pengisi suara pak ogah si unyil dikabarkan mengalami stroke kedua di sebelah kiri apa bedanya dengan stroke sebe cosxb3yxvspn;['pengisi', 'suara', 'pak', 'ogah', 'si', 'unyil', 'dikabarkan', 'mengalami', 'stroke', 'kedua', 'di', 'sebelah', 'kiri', 'apa', 'bedanya', 'dengan', 'stroke', 'sebe', 'cosxb3yxvspn'];['pengisi', 'suara', 'pak', 'ogah', 'si', 'unyil', 'dikabarkan', 'mengalami', 'stroke', 'kedua', 'di', 'sebelah', 'kiri', 'apa', 'bedanya', 'dengan', 'stroke', 'sebe', 'cosxb3yxvspn'];pengisi suara pak ogah si unyil dikabarkan mengalami stroke kedua di sebelah kiri apa bedanya dengan stroke sebe cosxb3yxvspn;isi suara pak ogah si unyil kabar alami stroke dua belah kiri apa beda stroke sebe cosxb3yxvspn
88;88;2022-10-30 14:16:56+00:00;mohammedsabeq;"RT @lantip: sementara di sini, yg mestinya bertanggungjawab malah fun football. 

para petinggi kita memang belum genap belajar adab :|";1;rt user sementara di sini yg mestinya bertanggungjawab malah fun football para petinggi kita memang belum genap belajar adab sad;['rt', 'user', 'sementara', 'di', 'sini', 'yg', 'mestinya', 'bertanggungjawab', 'malah', 'fun', 'football', 'para', 'petinggi', 'kita', 'memang', 'belum', 'genap', 'belajar', 'adab', 'sad'];['rt', 'user', 'sementara', 'di', 'sini', 'yg', 'mestinya', 'bertanggungjawab', 'malah', 'fun', 'football', 'para', 'petinggi', 'kita', 'memang', 'belum', 'genap', 'belajar', 'adab', 'sad'];rt user sementara di sini yg mestinya bertanggungjawab malah fun football para petinggi kita memang belum genap belajar adab sad;rt user di sini yg mesti bertanggungjawab malah fun football petinggi memang genap ajar adab sad
89;89;2022-10-30 14:16:52+00:00;SamsulH51223896;@detikcom JarJi... JarBeh .. Ganjar Siji... Ganjar Kabeh;0;user jarji jarbeh ganjar siji ganjar kabeh;['user', 'jarji', 'jarbeh', 'ganjar', 'siji', 'ganjar', 'kabeh'];['user', 'jarji', 'jarbeh', 'ganjar', 'siji', 'ganjar', 'kabeh'];user jarji jarbeh ganjar siji ganjar kabeh;user jarji jarbeh ganjar siji ganjar kabeh
90;90;2022-10-30 14:16:44+00:00;mujaaulia29;"ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚
Radikal radikul
Isu yang selalu di goreng di tengah masyarakat Indonesia.
Tidak sadar bahwa warga Chinaâ€¦ https://t.co/bJa2ffMDNa";0;radikal radikul isu yang selalu di goreng di tengah masyarakat indonesia tidak sadar bahwa warga china cobja2ffmdna;['radikal', 'radikul', 'isu', 'yang', 'selalu', 'di', 'goreng', 'di', 'tengah', 'masyarakat', 'indonesia', 'tidak', 'sadar', 'bahwa', 'warga', 'china', 'cobja2ffmdna'];['radikal', 'radikul', 'isu', 'yang', 'selalu', 'di', 'goreng', 'di', 'tengah', 'masyarakat', 'indonesia', 'tidak', 'sadar', 'bahwa', 'warga', 'china', 'cobja2ffmdna'];radikal radikul isu yang selalu di goreng di tengah masyarakat indonesia tidak sadar bahwa warga china cobja2ffmdna;radikal radikul isu selalu goreng tengah masyarakat indonesia sadar warga china cobja2ffmdna
91;91;2022-10-30 14:16:41+00:00;valkyrie7650;@detikcom Foto calon2 komisaris nih;0;user foto calon2 komisaris nih;['user', 'foto', 'calon2', 'komisaris', 'nih'];['user', 'foto', 'calon2', 'komisaris', 'nih'];user foto calon2 komisaris nih;user foto calon2 komisaris nih
92;92;2022-10-30 14:16:37+00:00;uriekyn;RT @AgusMagelangan: Ga tau aja tingkah orang-orang metropolitan yang mau bayar 300 ribu buat naik kebo dan nanam bibit padi dan bayar 250 râ€¦;0;rt user ga tau aja tingkah orang orang metropolitan yang mau bayar number ribu buat naik kebo dan nanam bibit padi dan bayar number;['rt', 'user', 'ga', 'tau', 'aja', 'tingkah', 'orang', 'orang', 'metropolitan', 'yang', 'mau', 'bayar', 'number', 'ribu', 'buat', 'naik', 'kebo', 'dan', 'nanam', 'bibit', 'padi', 'dan', 'bayar', 'number'];['rt', 'user', 'ga', 'tau', 'aja', 'tingkah', 'orang', 'orang', 'metropolitan', 'yang', 'mau', 'bayar', 'number', 'ribu', 'buat', 'naik', 'kebo', 'dan', 'nanam', 'bibit', 'padi', 'dan', 'bayar', 'number'];rt user ga tau aja tingkah orang orang metropolitan yang mau bayar number ribu buat naik kebo dan nanam bibit padi dan bayar number;rt user ga tau aja tingkah orang orang metropolitan mau bayar number ribu buat naik kebo nanam bibit padi bayar number
93;93;2022-10-30 14:16:35+00:00;daffaibn;RT @heyylennon: Warga Jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang. Mereka menyebutnya healing.;0;rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;rt user warga jakarta heboh lihat sawah pisang goreng kopi klotok kaliurang sebut healing
94;94;2022-10-30 14:16:32+00:00;nadgreal0;RT @heyylennon: Warga Jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang. Mereka menyebutnya healing.;0;rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;rt user warga jakarta heboh lihat sawah pisang goreng kopi klotok kaliurang sebut healing
95;95;2022-10-30 14:16:08+00:00;_Ryuuma;"RT @Outstandjing: Bayangin selama ini mereka bisa menikmati weekend tanpa ke Mall, what a bliss

Unthinkable for Jakartans";-1;rt user bayangin selama ini mereka bisa menikmati weekend tanpa ke mall what bliss unthinkable for jakartans;['rt', 'user', 'bayangin', 'selama', 'ini', 'mereka', 'bisa', 'menikmati', 'weekend', 'tanpa', 'ke', 'mall', 'what', 'bliss', 'unthinkable', 'for', 'jakartans'];['rt', 'user', 'bayangin', 'selama', 'ini', 'mereka', 'bisa', 'menikmati', 'weekend', 'tanpa', 'ke', 'mall', 'what', 'bliss', 'unthinkable', 'for', 'jakartans'];rt user bayangin selama ini mereka bisa menikmati weekend tanpa ke mall what bliss unthinkable for jakartans;rt user bayangin lama mereka nikmat weekend ke mall what bliss unthinkable for jakartans
96;96;2022-10-30 14:16:04+00:00;codikaffffff;@detikcom Demi sdm glowing;0;user demi sdm glowing;['user', 'demi', 'sdm', 'glowing'];['user', 'demi', 'sdm', 'glowing'];user demi sdm glowing;user sdm glowing
97;97;2022-10-30 14:15:54+00:00;elisyazein;RT @heyylennon: Warga Jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang. Mereka menyebutnya healing.;0;rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;rt user warga jakarta heboh lihat sawah pisang goreng kopi klotok kaliurang sebut healing
98;98;2022-10-30 14:15:50+00:00;trinugroho162;"RT @restyca_yah: ğŸ¤£ğŸ¤£ Si fadli ketakutan di tempeleng mantu si Luhut 

Klu ini beneran teroris di istana yg bakal dipecat ya  Ndan Paspampresâ€¦";0;rt user si fadli ketakutan di tempeleng mantu si luhut klu ini beneran teroris di istana yg bakal dipecat ya ndan paspampres;['rt', 'user', 'si', 'fadli', 'ketakutan', 'di', 'tempeleng', 'mantu', 'si', 'luhut', 'klu', 'ini', 'beneran', 'teroris', 'di', 'istana', 'yg', 'bakal', 'dipecat', 'ya', 'ndan', 'paspampres'];['rt', 'user', 'si', 'fadli', 'ketakutan', 'di', 'tempeleng', 'mantu', 'si', 'luhut', 'klu', 'ini', 'beneran', 'teroris', 'di', 'istana', 'yg', 'bakal', 'dipecat', 'ya', 'ndan', 'paspampres'];rt user si fadli ketakutan di tempeleng mantu si luhut klu ini beneran teroris di istana yg bakal dipecat ya ndan paspampres;rt user si fadli takut tempeleng mantu si luhut klu beneran teroris istana yg bakal pecat ndan paspampres
99;99;2022-10-30 14:15:50+00:00;dewata141;@detikcom Jangan terulang lagi penonton berlebih setelah kajadian belakangan ini.tindak tegas panitia cari untung yâ€¦ https://t.co/KJ366eaGqq;0;user jangan terulang lagi penonton berlebih setelah kajadian belakangan ini tindak tegas panitia cari untung cokj366eagqq;['user', 'jangan', 'terulang', 'lagi', 'penonton', 'berlebih', 'setelah', 'kajadian', 'belakangan', 'ini', 'tindak', 'tegas', 'panitia', 'cari', 'untung', 'cokj366eagqq'];['user', 'jangan', 'terulang', 'lagi', 'penonton', 'berlebih', 'setelah', 'kajadian', 'belakangan', 'ini', 'tindak', 'tegas', 'panitia', 'cari', 'untung', 'cokj366eagqq'];user jangan terulang lagi penonton berlebih setelah kajadian belakangan ini tindak tegas panitia cari untung cokj366eagqq;user jangan ulang tonton lebih kajadian belakang tindak tegas panitia cari untung cokj366eagqq
